Approx. Wastage Percentage,Detection Start time,Total detection time,Alert status
0.0022040565800853723,,0,False
0.0022040565800853723,,0,False
0.0022180063052757862,,0,False
0.0022180063052757862,,0,False
0.0022180063052757862,,0,False
0.0021901068548949585,,0,False
0.0022040565800853723,,0,False
0.0022040565800853723,,0,False
0.0022180063052757862,,0,False
0.0022180063052757862,,0,False
0.0022180063052757862,,0,False
0.0022180063052757862,,0,False
0.0022319560304661997,,0,False
0.0022180063052757862,,0,False
0.0022180063052757862,,0,False
0.0022040565800853723,,0,False
0.0022459057556566135,,0,False
0.002273805206037441,,0,False
0.002273805206037441,,0,False
0.0022459057556566135,,0,False
0.002092458778562062,,0,False
0.0021482576793237173,,0,False
0.002273805206037441,,0,False
0.0023017046564182686,,0,False
0.0023017046564182686,,0,False
0.0021901068548949585,,0,False
0.0021901068548949585,,0,False
0.0022459057556566135,,0,False
0.0022598554808470274,,0,False
0.0022598554808470274,,0,False
0.002273805206037441,,0,False
0.0022877549312278547,,0,False
0.0022877549312278547,,0,False
0.0022877549312278547,,0,False
0.0023156543816086825,,0,False
0.0023156543816086825,,0,False
0.0023156543816086825,,0,False
0.0024830510838936472,,0,False
0.002497000809084061,,0,False
0.002497000809084061,,0,False
0.002497000809084061,,0,False
0.002497000809084061,,0,False
0.002497000809084061,,0,False
0.002510950534274475,,0,False
0.0025249002594648884,,0,False
0.0025249002594648884,,0,False
0.0025946488854169574,,0,False
0.0026783472365594398,,0,False
0.0026922969617498536,,0,False
0.002706246686940267,,0,False
0.0026225483357977847,,0,False
0.0025806991602265435,,0,False
0.0025946488854169574,,0,False
0.002608598610607371,,0,False
0.0025946488854169574,,0,False
0.0025946488854169574,,0,False
0.0025946488854169574,,0,False
0.0025946488854169574,,0,False
0.0025946488854169574,,0,False
0.0025946488854169574,,0,False
0.0025946488854169574,,0,False
0.0025946488854169574,,0,False
0.0025946488854169574,,0,False
0.0026225483357977847,,0,False
0.0026225483357977847,,0,False
0.0026225483357977847,,0,False
0.002608598610607371,,0,False
0.002608598610607371,,0,False
0.0026364980609881986,,0,False
0.0026504477861786124,,0,False
0.0026504477861786124,,0,False
0.002664397511369026,,0,False
0.002664397511369026,,0,False
0.002664397511369026,,0,False
0.0026504477861786124,,0,False
0.0025388499846553023,,0,False
0.0025388499846553023,,0,False
0.0025388499846553023,,0,False
0.0025667494350361296,,0,False
0.002552799709845716,,0,False
0.0025388499846553023,,0,False
0.0025249002594648884,,0,False
0.0025249002594648884,,0,False
0.0025388499846553023,,0,False
0.0025249002594648884,,0,False
0.0025249002594648884,,0,False
0.0025388499846553023,,0,False
0.002510950534274475,,0,False
0.002441201908322406,,0,False
0.002427252183131992,,0,False
0.002427252183131992,,0,False
0.0025249002594648884,,0,False
0.0025249002594648884,,0,False
0.002552799709845716,,0,False
0.0025249002594648884,,0,False
0.0025249002594648884,,0,False
0.0025388499846553023,,0,False
0.0025388499846553023,,0,False
0.002552799709845716,,0,False
0.0025388499846553023,,0,False
0.002552799709845716,,0,False
0.002552799709845716,,0,False
0.002552799709845716,,0,False
0.002552799709845716,,0,False
0.0025667494350361296,,0,False
0.0025667494350361296,,0,False
0.0025667494350361296,,0,False
0.0025388499846553023,,0,False
0.0025388499846553023,,0,False
0.0025388499846553023,,0,False
0.0025388499846553023,,0,False
0.0025388499846553023,,0,False
0.002552799709845716,,0,False
0.002552799709845716,,0,False
0.0025667494350361296,,0,False
0.002552799709845716,,0,False
